character	speech_id	text
SNAPE	492	Only what I heard. But now... he
DUMBLEDORE	493	If she means so much to you, surely Lord Voldemort would spare
SNAPE	494	I have asked.
DUMBLEDORE	495	You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?
DUMBLEDORE	496	And should I do so, what will you give me in return, Severus?
SNAPE	497	Anything.
SNAPE	498	You said you would keep her safe!
SNAPE	499	DON’T!
DUMBLEDORE	500	If you loved Lily Evans, Severus. If you truly loved her. Then your way is clear.
SNAPE	501	No one can know. Your word.
DUMBLEDORE	502	My word that I shall never reveal
DUMBLEDORE	503	Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.
SNAPE	504	You see what you want to see. Severus walks on. Dumbledore smiles with amusement.
DUMBLEDORE	505	Perhaps. Oh. Severus.
SNAPE	506	Why did you put it on? Surely you realized it carried a curse.
DUMBLEDORE	507	I was... foolish... greedy...
SNAPE	508	Drink the rest. It will contain
DUMBLEDORE	509	For the time being?
SNAPE	510	It will spread.
DUMBLEDORE	511	How long?
SNAPE	512	Maybe a year.
DUMBLEDORE	513	Well, this makes matters much more straightforward.
DUMBLEDORE	514	Do not ignore me, Severus. Was it not you who told me of Lord Voldemort’s plan to have the Malfoy boy murder me?
DUMBLEDORE	515	You must agree.
DUMBLEDORE	516	Yes. You must be the one to kill me, Severus. It is the only way. Only then will the Dark Lord trust you completely.
SNAPE	517	You ask too much.
DUMBLEDORE	518	There will come a time when Harry Potter must be told something. But you must wait until Voldemort
DUMBLEDORE	519	On the night Lord Voldemort went to Godric’s Hollow to kill Harry, and Lily Potter cast herself
DUMBLEDORE	520	There’s a reason Harry can speak
SNAPE	521	So when the time comes, the boy must die.
DUMBLEDORE	522	Yes. And Voldemort himself must do it. That is essential.
SNAPE	523	You’ve kept him alive so that he can die at the proper moment. You’ve been raising him like a pig for slaughter.
DUMBLEDORE	524	But this is touching, Severus. Don’t tell me you’ve grown to care for the boy?
SNAPE	525	Expecto Patronum!
DUMBLEDORE	526	Lily. After all this time?
SNAPE	527	Always... We GO TO BLACK...
HERMIONE	528	Where’ve you been?
RON	529	We thought you’d gone to the forest, we thought you might be --
HARRY	530	I’m going there now.
RON	531	Are you mad! No!
HARRY	532	It’s... meant to be.
RON	533	Rubbish! You can’t just give
HERMIONE	534	What is it, Harry? What is it you know?
HARRY	535	There’s a reason I can... hear
HARRY	536	I think I’ve known for awhile.
HERMIONE	537	I’ll go with you. I’ll --
HARRY	538	Kill the snake. Kill the snake
OLIVER WOOD	539	I’ll take him from here.
GINNY	540	It’s all right. We’re going to get you inside. Ginny crouches over the tiny Ravenclaw girl, who is
YOUNG GIRL	541	I kept calling. No one came.
GINNY	542	Don’t worry. I won’t leave you. I promise.
LILY POTTER	543	You’ve been so brave, sweetheart.
HARRY	544	Why are you here? All of you?
LILY POTTER	545	We never left, dear.
HARRY	546	Does it hurt? Dying?
SIRIUS BLACK	547	Quicker than falling asleep.
JAMES POTTER	548	You’re nearly there, son.
HARRY	549	I’m sorry. I didn’t want any of you to die for me. And Remus, your son...
HARRY	550	You’ll stay with me?
JAMES POTTER	551	Until the end.
HARRY	552	He won’t be able to see you?
SIRIUS BLACK	553	No. We’re here, you see.
HARRY	554	Stay close to me.
LILY POTTER	555	Always...
YAXLEY	556	No sign of him, my Lord.
VOLDEMORT	557	I thought he would come. I was, it seems... mistaken.
HARRY	558	You weren’t. All eyes shift to Harry, standing at the clearing’s edge.
HAGRID	559	HARRY! NO! WHAT’RE YEH DOIN’ ‘ERE!
YAXLEY	560	Quiet!
DUMBLEDORE	561	You cannot help.
DUMBLEDORE	562	Harry. You wonderful boy. You brave, brave man. Let us walk.
HARRY	563	Sir, this, is this... I mean, forgive me, but you are dead, aren’t you, sir?
DUMBLEDORE	564	Oh, yes.
HARRY	565	Then... I’m dead too?
DUMBLEDORE	566	Ah. That is the question, isn’t it? On the whole I think not.
HARRY	567	Not?
DUMBLEDORE	568	Not.
HARRY	569	But I didn’t defend myself. I let
DUMBLEDORE	570	And that will, I think, have made all the difference. I suspect you now realize that you and Voldemort have been connected by something other than fate since that night in Godric’s Hollow all those years ago, Harry.
HARRY	571	It’s true, isn’t it, sir? A bit
DUMBLEDORE	572	Did. It was just destroyed only moments ago by none other than
DUMBLEDORE	573	You were the seventh Horcrux,
HARRY	574	And you knew this? That’s why you were certain I wouldn’t die?
DUMBLEDORE	575	Certain? No. Little is certain in this world, Harry. Call it an educated guess. Dumbledore smiles. Harry ponders this, then, deep in the mist, the THUMPING returns.
HARRY	576	Professor, is that -- ?
DUMBLEDORE	577	Something beyond either of our help.
HARRY	578	Exactly where are we, sir?
DUMBLEDORE	579	I was going to ask you that. Where would you say that we are?
HARRY	580	It looks like King’s Cross station -- only a lot cleaner. And without the trains.
DUMBLEDORE	581	King’s Cross! Is that right?
HARRY	582	Sir, why didn’t you just tell me about the Deathly Hallows?
DUMBLEDORE	583	You will have to forgive me, Harry. You see... I didn’t trust you.
DUMBLEDORE	584	I feared that you would make the same mistake I made, that you would be intoxicated by the power
HARRY	585	Sir --
DUMBLEDORE	586	You are the worthy possessor of
HARRY	587	You wanted to see Ariana again, didn’t you, sir?
DUMBLEDORE	588	Yes.
HARRY	589	I used the Stone as well, sir, only a little while ago when I entered the Forest. I saw my mum and dad, and Sirius and Lupin...
DUMBLEDORE	590	True. But ask yourself this: were you calling them? Or were they calling you?
HARRY	591	I’ve got to go back, haven’t I?
DUMBLEDORE	592	That is up to you.
HARRY	593	I’ve got a choice?
DUMBLEDORE	594	Oh yes. We are in King’s Cross, you say? I think, should you so decide, you would be able to, let’s say, board a train.
HARRY	595	And where would it take me?
DUMBLEDORE	596	On.
HARRY	597	Voldemort’s got the Elder Wand.
DUMBLEDORE	598	True.
HARRY	599	And the snake lives.
DUMBLEDORE	600	Yes.
HARRY	601	And I’ve nothing to kill it with.
DUMBLEDORE	602	‘Help will always be given at Hogwarts to those who ask for it.’
DUMBLEDORE	603	I have always prized my ability to turn a phrase -- words are, in my not so humble opinion, our most inexhaustible source of magic, capable both of inflicting injury and remedying it. But I would -- in this case -- amend my original statement to this:
HARRY	604	With all due respect, sir, I think what we need here is a miracle.
DUMBLEDORE	605	I’ve never put much stock in miracles, Harry. On the other hand, I can attest wholly to the extensive advantages of a related phenomenon.
HARRY	606	Which would be, sir?
DUMBLEDORE	607	Luck.
DUMBLEDORE	608	Do not pity the dead, Harry. Pity
HARRY	609	Sir, my mother’s Patronus. It was a doe, wasn’t it? Just like Professor Snape’s. Curious, don’t you think?
DUMBLEDORE	610	Actually, if I think about it... it doesn’t seem curious at all.
HARRY	611	Professor. As Dumbledore stops, Harry gestures vaguely.
HARRY	612	Is this real? Or has this been happening inside my head?
DUMBLEDORE	613	Of course it is happening inside your head, Harry. But why should that mean that it is not real?
BELLATRIX	614	My lord, let me help you --
VOLDEMORT	615	I do not require assistance. Across the clearing, Voldemort rises shakily, Bellatrix
SORTING HAT	616	Don’t despair, Longbottom. I put you in Gryffindor for good reason...
GINNY	617	... Hagrid’s carrying?
GINNY	618	Neville, who is that?
ARTHUR WEASLEY	619	What’s going on here, Neville?
VOLDEMORT	620	Behold, Nagini. Our work is done.
GINNY	621	No... NO!
VOLDEMORT	622	SILENCE!
VOLDEMORT	623	Stupid girl. You cry for that? Voldemort gestures to the body lying still in Hagrid’s arms.
VOLDEMORT	624	While your hands ran dark with the blood of mothers and sons, fathers and daughters, brothers and sisters, his were clasped in prayer -- but it was a prayer for one and one only. While you battled courageously, until you could no longer will yourself to
RON	625	Liar!
VOLDEMORT	626	Did you not hear me! Harry Potter is dead! From this day forward, you put your faith in me or suffer
VOLDEMORT	627	Now is the time to declare yourself. There is a nervous MURMUR among the crowd.
LUCIUS MALFOY	628	Draco...
LUCIUS MALFOY	629	Draco, don’t be stupid --
NARCISSA	630	Come, Draco.
VOLDEMORT	631	Well done, Draco. Who will be next? Hm? Come now, don’t be shy. We TRAVEL OVER FACES, weary but resolved, eyes burning with defiance, then LAND ON Neville, chin on chest, gaze
VOLDEMORT	632	Well, I must say, I’d hoped for better. Is this truly the best Hogwarts has to offer?
VOLDEMORT	633	Who might you be, young man?
NEVILLE	634	Neville Longbottom.
VOLDEMORT	635	Well, welcome, Neville. I’m sure we can find a place for you in our ranks.
BELLATRIX	636	Someone has to do the washing.
VOLDEMORT	637	Now, now, Bellatrix. Let’s not underestimate our young friend.
NEVILLE	638	I’d like to say something.
VOLDEMORT	639	Very well, Neville. I’m sure we’d all be fascinated to hear what you have to say.
NEVILLE	640	It doesn’t matter that Harry is gone. A troubled MURMUR ripples through the crowd.
NEVILLE	641	People die every day. Friends. Family. Yes, we lost Harry tonight. But he’s still with us, here --
DRACO	642	Potter!
RON	643	Well done, Malfoy!
HARRY	644	Confringo! FLAMES run the length of Nagini -- with no effect -- then
NEVILLE	645	Harry! Look out!
VOLDEMORT	646	Nagini! With me!
VOLDEMORT	647	I said LEAVE HER!
VOLDEMORT	648	Nagini!
VOLDEMORT	649	Die! Die!
VOLDEMORT	650	Why do you live! As Voldemort’s face looms close, eyeing Harry like a curious specimen, Harry looks up.
HARRY	651	Because I have something worth living for. Angrily, Voldemort poises the Elder Wand over HARRY’S SCAR. The flesh there begins to color with blood, the lightning bolt turning white as ice. And then...
HARRY	652	Confringo!
BLURRY POV	653	SHADOWS streak across our PLANE OF VIEW, like warriors in an ancient shadow play. SOUND SURFACES SLOWLY, ODDLY, as if our EAR DRUMS were numb and swollen and gradually returning to normal. We return to the EYES, unblinking, slowly drifting in
MRS. WEASLEY	654	NOT MY DAUGHTER, YOU BITCH!
BELLATRIX	655	Come on, granny, give us your best.
BELLATRIX	656	Be thankful we only took one. Besides...
RON	657	Hermione!
HERMIONE	658	Yes!
RON	659	I need to tell you something!
HERMIONE	660	I don’t want you to say anything you wouldn’t say if we weren’t about to be killed by a giant snake! It’ll just ruin it!
HARRY	661	You were right. Voldemort’s eyes glitter curiously. Harry’s eyes drift to the wand in Voldemort’s hand.
HARRY	662	When you told Professor Snape it was failing you. It will always fail you.
VOLDEMORT	663	It belongs to me! I killed Snape!
HARRY	664	Come on, Tom. Let’s end this the way we started it... Harry grabs Voldemort’s cloak in both hands.
HARRY	665	Together.
TRELAWNEY	666	There’s more to me than incense and tea leaves, Mr. Finnegan.
HARRY	667	I told you: it’s useless to you. Just then, Ron and Hermione burst INTO VIEW, followed by Nagini. Nagini rises, ready to strike. Harry turns,
RON	668	Not exactly leaving the place better than we found it, are we?
HERMIONE	669	Can’t make an omelette without breaking a few eggs.
HERMIONE	670	Something my mum used to say.
HARRY	671	Because it answers to another.
HARRY	672	It was Draco who disarmed
RON	673	But that means...
HARRY	674	It answers to me.
RON	675	What do you reckon we should do with it?
HERMIONE	676	We?
RON	677	I’m just saying. That’s the Elder Wand! It’s the most powerful bloody wand in the world! With that, we could, we could --
HARRY	678	Well, it wasn’t boring, was it?
OLDER HARRY	679	Together?
OLDER HERMIONE	680	Don’t forget to give Professor Longbottom our best.
ALBUS	681	Will there really be thestrals pulling the carriages?
OLDER HARRY	682	There’s nothing scary about
ALBUS	683	Dad?
OLDER HARRY	684	Yes?
ALBUS	685	What if I’m put in Slytherin?
ALBUS	686	But just say I am --
OLDER HARRY	687	Then Slytherin House will have gained a wonderful wizard. But listen, if it means so much to you, you can choose Gryffindor.
ALBUS	688	Really?
OLDER HARRY	689	Really.
OLDER HARRY	690	Ready?
ALBUS	691	Ready.
