movie,character,speech_id,text
half_blood_prince_all_speeches,DUMBLEDORE,723,Belonged to Voldemort’s mother. It was difficult to find and...
half_blood_prince_all_speeches,DUMBLEDORE,725,One destroys Voldemort.
half_blood_prince_all_speeches,DUMBLEDORE,727,"True. But magic, especially Dark magic..."
half_blood_prince_all_speeches,DUMBLEDORE,728,"... leaves traces."
half_blood_prince_all_speeches,DUMBLEDORE,730,Yes. And I think... perhaps... I may have found another. But this time I cannot hope to destroy it alone.
half_blood_prince_all_speeches,DUMBLEDORE,731,"Once again, I shall ask too much of you."
half_blood_prince_all_speeches,DUMBLEDORE,745,"Whether it has or hasn’t is irrelevant. I will not negotiate this with you, Severus. You agreed. There’s nothing more to discuss."
half_blood_prince_all_speeches,DUMBLEDORE,746,"Harry. You need a shave, my friend."
half_blood_prince_all_speeches,DUMBLEDORE,747,At times I forget how much you’ve grown. At times I still see the small boy from the cupboard.
half_blood_prince_all_speeches,DUMBLEDORE,749,"Like your mother, you are unfailingly kind."
half_blood_prince_all_speeches,DUMBLEDORE,751,"Understand what I’m saying. Should I tell you to hide, you must hide."
half_blood_prince_all_speeches,DUMBLEDORE,752,"Should I tell you to run, you will * run."
